Low Start,Low End,LOS1,LOE1,LSS1,LSE1,LPS1,LPE1,LSS2,LSE2,LPS2,LPE2,LSS3,LSE3,LOS2,LOE2,Sat_LOS1,Sat_LOE1,Sat_LSS1,Sat_LSE1,Sat_LOS1,Sat_LOE1,Sat_LSS2,Sat_LSE2,Sat_LOS3,Sat_LOE3
September,May,00:00,06:00,06:00,07:00,07:00,10:00,10:00,18:00,18:00,20:00,20:00,22:00,22:00,0:00:00,00:00,07:00,07:00,12:00,12:00,18:00,18:00,20:00,20:00,00:00
