2020/21 Reading cost R/pm,2020/21 Basic Charge,2020/21 Import 50,2020/21 Import 300,2020/21 Import 600,2020/21 Import 1000,2020/21 Export Low Peak,2020/21 Export Low Standard,2020/21 Export Low Off,2020/21 Export High Peak,2020/21 Export High Standard,2020/21 Export High Off,2021/22 Reading cost R/pm,2021/22 Basic Charge,2021/22 Import 50,2021/22 Import 300,2021/22 Import 600,2021/22 Import 1000,2021/22 Export Low Peak,2021/22 Export Low Standard,2021/22 Export Low Off,2021/22 Export High Peak,2021/22 Export High Standard,2021/22 Export High Off,2022/23 Reading cost R/pm,2022/23 Basic Charge,2022/23 Import 50,2022/23 Import 300,2022/23 Import 600,2022/23 Import 1000,2022/23 Export Low Peak,2022/23 Export Low Standard,2022/23 Export Low Off,2022/23 Export High Peak,2022/23 Export High Standard,2022/23 Export High Off
84.07,96.34,109.82,140.87,198.73,234.02,104.67,72.03,45.7,320.91,97.22,52.79,96.34,212.87,125.84,161.42,227.27,268.16,126.02,86.72,55.02,386.34,117.05,63.56,103.95,229.69,135.78,174.17,245.71,289.34,135.98,93.57,59.37,416.86,126.3,68.58
